,tc
4090,0.0
4091,1.95
4092,0.0
4093,2.2
4094,1.5
4095,1.51
4096,1.1
4097,1.976666667
4098,0.345
4099,1.04
4100,0.48
4101,3.5
4102,2.6
4103,1.5275
4104,0.0
4105,3.15
4106,0.8825
4107,1.1
4108,2.6
4109,2.92
4110,3.23
4111,3.24
4112,3.22
4113,3.16
4114,2.96
4115,2.82
4116,2.89
4117,2.892
4118,1.1
4119,1.17
4120,1.1
4121,2.7
4122,0.0
4123,1.1
4124,1.1
4125,2.12
4126,1.1
4127,1.3
4128,1.15
4129,0.0
4130,0.0
4131,0.55
4132,0.0
4133,3.8
4134,1.65
4135,0.0
4136,0.303333333
4137,0.0
4138,0.46
4139,1.5
4140,1.0
4141,2.12
4142,1.55
4143,0.0
4144,0.0
4145,0.99
4146,2.35
4147,0.0
4148,2.493333333
4149,0.0
4150,7.0
4151,2.6
4152,0.87
4153,0.0
4154,0.0
4155,0.0
4156,1.855
4157,1.449
4158,3.625
4159,3.478
4160,5.523
4161,6.6
4162,6.377
4163,6.45
4164,7.355
4165,7.39
4166,9.275
4167,4.11
4168,0.0
4169,8.025
4170,0.0
4171,0.0
4172,0.0
4173,8.35
4174,17.0
4175,9.45
4176,6.62
4177,8.85
4178,0.0
4179,1.0
4180,9.9
4181,8.98
4182,6.61
4183,8.905
4184,6.28
4185,10.1
4186,6.05
4187,9.935
4188,2.77
4189,9.96
4190,2.79
4191,10.67
4192,2.6
4193,10.45
4194,9.76
4195,2.89
4196,9.54
4197,8.8
4198,9.73
4199,9.49
4200,9.22
4201,9.11
4202,5.47
4203,9.93
4204,9.655
4205,9.19
4206,9.19
4207,0.064
4208,2.63
4209,0.210166667
4210,6.6
4211,8.83
4212,0.0
4213,0.0
4214,0.0
4215,5.815
4216,0.0
4217,2.27
4218,11.79666667
4219,5.203333333
4220,0.865
4221,1.15
4222,0.0
4223,0.0
4224,0.0
4225,0.0
4226,0.0
4227,5.6
4228,8.984
4229,9.2
4230,0.0
4231,10.1
4232,0.0
4233,0.87
4234,1.72
4235,0.0
4236,0.0
4237,0.0
4238,4.3
4239,3.81
4240,3.888
4241,3.875
4242,4.1366
4243,0.0
4244,0.0
4245,0.935
4246,0.16
4247,0.0
4248,5.7
4249,5.8
4250,0.0
4251,0.0
4252,1.2
4253,4.0
4254,0.0
4255,1.62
4256,0.0
4257,0.0
4258,0.0
4259,3.18
4260,1.7
4261,0.48
4262,0.0
4263,3.28
4264,3.27
4265,3.05
4266,0.0
4267,0.0
4268,0.0
4269,3.86
4270,0.0
4271,3.42
4272,4.06
4273,0.0
4274,0.0
4275,0.0
4276,0.0
4277,0.0
4278,0.0
4279,0.0
4280,0.0
4281,0.0
4282,0.0
4283,0.0
4284,0.0
4285,1.2
4286,1.96
4287,0.936
4288,1.13
4289,1.017
4290,1.22
4291,1.653
4292,1.273333333
4293,1.355
4294,1.746
4295,1.76
4296,18.28
4297,0.0
4298,18.1
4299,4.1
4300,3.64
4301,17.8
4302,16.2
4303,3.035
4304,3.595
4305,4.46
4306,2.48
4307,4.51
4308,5.0525
4309,4.4
4310,2.98
4311,5.4
4312,5.65
4313,5.725
4314,0.0
4315,3.18
4316,7.3
4317,3.67
4318,1.04
4319,1.15
4320,1.55
4321,7.8
4322,3.223
4323,2.04
4324,2.7
4325,3.549542857
4326,3.51
4327,3.41
4328,2.6
4329,2.8
4330,1.19
4331,1.0
4332,1.03
4333,1.3
4334,9.61
4335,3.2
4336,0.0
4337,1.975
4338,4.9
4339,0.0
4340,0.7
4341,1.04
4342,2.645
4343,0.0
4344,0.0
4345,0.0
4346,3.9
4347,3.32
4348,0.0
4349,0.0
4350,2.206
4351,0.0
4352,0.0
4353,0.0
4354,1.5
4355,0.7125
4356,3.3
4357,0.0
4358,3.7
4359,0.7
4360,0.24
4361,3.32
4362,0.095
4363,2.68
4364,1.2
4365,0.0
4366,0.0
4367,0.87
4368,0.0
4369,2.43
4370,2.38
4371,0.0
4372,2.25
4373,2.75
4374,0.21
4375,6.7
4376,2.93
4377,3.1
4378,0.18
4379,0.0
4380,0.18
4381,1.81
4382,0.61
4383,1.69
4384,1.5
4385,1.98
4386,0.12
4387,0.13
4388,0.4
4389,0.026
4390,0.0
4391,0.24835
4392,1.7
4393,0.0
4394,2.16
4395,0.028
4396,0.5
4397,0.0
4398,0.0
4399,2.39
4400,1.92
4401,3.22
4402,0.0
4403,0.66
4404,0.03
4405,2.385
4406,4.7
4407,2.69
4408,2.5
4409,2.683333333
4410,4.68
4411,2.99
4412,2.9725
4413,0.0
4414,2.7
4415,3.07
4416,1.4275
4417,0.0
4418,2.05
4419,0.0
4420,0.0
4421,2.61
4422,0.091333333
4423,4.75
4424,4.675
4425,3.16
4426,5.66
4427,4.86
4428,5.3
4429,2.3
4430,1.473333333
4431,0.0
4432,0.0
4433,0.0
4434,5.325
4435,8.031
4436,7.9
4437,0.0
4438,1.4075
4439,0.0
4440,3.61
4441,3.46
4442,0.0
4443,0.0
4444,0.0
4445,0.0
4446,0.0
4447,0.0
4448,0.5
4449,0.0
4450,6.5
4451,1.675
4452,2.7
4453,2.04
4454,0.0
4455,0.715
4456,0.93
4457,0.0
4458,0.0
4459,1.18
4460,0.37
4461,5.185
4462,0.14
4463,0.0
4464,0.0
4465,0.0
4466,7.365
4467,5.065
4468,2.46
4469,0.0
4470,0.24
4471,1.198333333
4472,2.47
4473,0.0
4474,1.55
4475,2.215
4476,1.1
4477,1.949166667
4478,5.7
4479,6.11
4480,0.0
4481,1.635
4482,1.61
4483,0.0
4484,4.1
4485,3.1
4486,2.8
4487,3.2
4488,4.425
4489,0.0
4490,0.0
4491,0.0
4492,3.005
4493,1.8
4494,1.52
4495,0.0
4496,0.0
4497,3.5
4498,0.0
4499,4.88
4500,2.55
4501,7.915
4502,3.82
4503,8.311428571
4504,0.95
4505,2.906666667
4506,0.0
4507,5.016666667
4508,2.13
4509,3.93
4510,3.9
4511,0.5
4512,0.0
4513,0.885
4514,0.0
4515,0.0
4516,0.0
4517,0.0
4518,0.0
4519,0.0
4520,0.0
4521,0.0
4522,0.0
4523,0.46
4524,0.8
4525,9.60375
4526,0.71
4527,0.0
4528,0.0
4529,2.1
4530,0.0
4531,0.0
4532,16.48
4533,1.8
4534,1.815
4535,5.58
4536,15.92
4537,1.7
4538,4.73
4539,0.0
4540,0.0
4541,3.94
4542,0.54
4543,1.7225
4544,1.528
4545,0.0
4546,1.0
4547,0.0
4548,0.8
4549,1.46
4550,0.37
4551,0.0
4552,9.4
4553,6.1
4554,3.315
4555,1.88
4556,6.26
4557,10.25
4558,0.9865
4559,1.34
4560,0.55
4561,4.18
4562,1.73
4563,2.04
4564,6.8
4565,5.17
4566,2.29
4567,0.8
4568,11.0
4569,2.56
4570,2.76
4571,3.3
4572,0.7
4573,5.49
4574,1.16
4575,3.04
4576,0.0
4577,3.27
4578,3.42
4579,1.92
4580,3.71
4581,1.42
4582,0.0
4583,0.0
4584,2.58
4585,0.48
4586,0.0
4587,0.0
4588,5.343
4589,0.0
4590,0.0
4591,1.05
4592,6.73
4593,11.23333333
4594,0.0
4595,1.175
4596,3.23
4597,2.82
4598,1.275
4599,0.0
4600,3.0
4601,1.0
4602,1.23
4603,0.59
4604,2.6
4605,0.0
4606,7.575
4607,0.9
4608,0.80775
4609,0.0
4610,6.923333333
4611,2.5
4612,0.75
4613,3.933333333
4614,1.18
4615,1.75
4616,4.46
4617,4.086666667
4618,3.25
4619,2.7
4620,1.3
4621,0.39
4622,0.0
4623,3.5166666665
4624,0.23
4625,1.4325
4626,0.3
4627,0.0
4628,0.0
4629,2.1
4630,4.35
4631,2.245
4632,1.916666667
4633,0.0
4634,1.658
4635,2.6
4636,3.7032
4637,3.5
4638,7.316
4639,3.293333333
4640,0.84
4641,0.0
4642,0.8
4643,1.02
4644,6.7
4645,1.6
4646,1.5
4647,3.6
4648,6.358285714
4649,1.48
4650,1.566666667
4651,1.04
4652,5.25
4653,3.36
4654,4.33
4655,4.81
4656,7.7
4657,7.55
4658,0.0
4659,0.0
4660,0.0
4661,0.0
4662,0.0
4663,0.0
4664,4.4
4665,1.85
4666,0.0
4667,3.025
4668,0.0
4669,5.4
4670,0.0
4671,3.6
4672,2.2
4673,0.48
4674,2.2
4675,2.065
4676,1.4
4677,3.1
4678,4.875
4679,2.65
4680,6.725714286
4681,0.13
4682,8.326
4683,6.2
4684,0.0
4685,4.0275
4686,8.905
4687,0.0
4688,0.0
4689,0.25
4690,2.35
4691,1.6
4692,0.0
4693,3.74
4694,2.1
4695,1.48
4696,2.59
4697,1.835
4698,0.0
4699,8.5
4700,2.2
4701,5.5
4702,5.15
4703,11.9
4704,11.75
4705,12.1
4706,11.25
4707,11.05
4708,11.8
4709,9.9
4710,0.0
4711,8.3
4712,0.0
4713,10.05
4714,0.0
4715,0.0
4716,0.0
4717,0.0
4718,7.2
4719,11.87272727
4720,0.0
4721,0.0
4722,2.6
4723,0.0
4724,3.5
4725,0.0
4726,1.27
4727,2.2
4728,3.49
4729,2.4
4730,0.67
4731,2.98
4732,1.9
4733,0.0
4734,0.0
4735,0.0
4736,2.9
4737,1.545
4738,2.4
4739,1.1
4740,0.56
4741,6.78
4742,9.9
4743,0.0
4744,0.0
4745,0.0
4746,0.0
4747,7.0
4748,2.75
4749,0.0
4750,0.925
4751,0.0
4752,5.6
4753,0.88
4754,0.76
4755,0.0
4756,0.28
4757,16.25
4758,15.5
4759,0.0
4760,0.0
4761,11.9
4762,0.0
4763,0.0
4764,0.0
4765,0.0
4766,2.4525
4767,0.0
4768,0.0
4769,14.0
4770,16.0
4771,10.4
4772,13.7
4773,5.25
4774,5.59
4775,9.25
4776,2.6
4777,15.8
4778,0.0
4779,6.5
4780,0.03
4781,1.66
4782,4.64
4783,11.7
4784,12.0
4785,1.97
4786,6.185
4787,14.0
4788,6.245
4789,11.1
4790,12.0
4791,3.52
4792,3.52
4793,7.6
4794,1.94
4795,0.11
4796,1.56
4797,0.0
4798,7.85
4799,0.0
4800,5.6
4801,10.0
4802,0.0
4803,1.7
4804,4.62
4805,4.53
4806,4.56
4807,0.912666667
4808,0.0
4809,0.0
4810,0.0
4811,5.29
4812,0.0
4813,15.5
4814,0.0
4815,0.0
4816,0.0
4817,15.5
4818,0.0
4819,0.0
4820,9.89
4821,7.85
4822,10.0
4823,0.0
4824,0.0
4825,0.0
4826,0.3
4827,4.3
4828,5.1
4829,0.0
4830,0.0
4831,0.0
4832,2.743
4833,7.62
4834,11.0225
4835,5.936666667
4836,3.3
4837,2.97
4838,1.402
4839,0.0
4840,0.0
4841,5.84
4842,0.0
4843,0.0
4844,2.75
4845,3.5
4846,0.0
4847,0.0
4848,6.21
4849,0.0
4850,0.0
4851,3.5
4852,6.3
4853,6.7
4854,7.1
4855,10.2
4856,12.2
4857,12.3
4858,3.2
4859,12.45
4860,3.77
4861,2.55
4862,0.0
4863,1.8
4864,14.048
4865,12.6
4866,8.45
4867,2.2875
4868,6.255238095
4869,3.4
4870,6.38
4871,6.0
4872,5.8
4873,5.5
4874,4.21
4875,1.17
4876,2.3
4877,10.5
4878,2.9
4879,13.5
4880,0.0
4881,17.2
4882,12.1
4883,8.9
4884,4.54
4885,1.5
4886,16.5
4887,13.3
4888,0.0
4889,0.0
4890,17.7
4891,0.0
4892,17.3
4893,4.38
4894,7.91
4895,14.4
4896,13.7
4897,6.6
4898,3.0
4899,0.0
4900,0.2175
4901,0.0
4902,0.0
4903,0.0
4904,3.3
4905,5.387499999999999
4906,0.0
4907,8.528333333500001
4908,0.0
4909,0.0
4910,9.85
4911,0.0
4912,8.5
4913,0.0
4914,0.0
4915,2.16
4916,7.2
4917,0.56
4918,1.7999999999999998
4919,7.666666667
4920,0.0
4921,1.3
4922,5.62
4923,0.0
4924,0.0
4925,0.0
4926,15.8
4927,2.011
4928,1.98
4929,7.8
4930,2.01
4931,1.85
4932,2.009
4933,12.8
4934,8.99
4935,6.2
4936,6.2
4937,3.76
4938,9.4
4939,4.11
4940,2.9
4941,6.09
4942,10.3
4943,4.25
4944,1.84
4945,1.84
4946,0.0
4947,2.035
4948,0.6
4949,18.3
4950,1.89
4951,18.2
4952,9.0
4953,9.3
4954,0.0
4955,3.0
4956,1.98
4957,3.07
4958,8.9976875
4959,0.0
4960,3.15
4961,1.38
4962,0.0
4963,4.25
4964,0.0
4965,12.5
4966,0.0
4967,0.0
4968,1.24
4969,0.0
4970,5.1
4971,0.0
4972,2.65
4973,13.5
4974,3.83
4975,0.0
4976,5.821818182
4977,0.0
4978,0.0
4979,0.0
4980,6.814619048
4981,6.675
4982,3.736666667
4983,0.0
4984,0.0
4985,2.64
4986,18.0
4987,0.0
4988,0.0
4989,0.5
4990,0.0
4991,0.0
4992,17.8
4993,18.0
4994,16.4
4995,15.9
4996,18.1
4997,18.3
4998,17.9
4999,17.1
5000,18.1
5001,17.7
5002,7.300000000000001
5003,6.125
5004,2.3
5005,0.0
5006,2.42
5007,2.39
5008,2.3
5009,0.85
5010,0.0
5011,0.0
5012,0.663333333
5013,1.81
5014,2.0
5015,18.2
5016,0.0
5017,2.495
5018,2.49
5019,2.55
5020,2.52
5021,2.53
5022,2.8
5023,5.1
5024,7.4
5025,8.9
5026,9.6
5027,7.9
5028,9.516428571
5029,2.42
5030,2.42
5031,2.44
5032,2.742333333
5033,3.81
5034,17.04
5035,16.5
5036,15.8
5037,0.0
5038,6.8
5039,0.0
5040,0.0
5041,1.1
5042,1.9425
5043,17.8
5044,16.4
5045,13.9
5046,8.3
5047,6.5
5048,18.2
5049,18.25
5050,16.709
5051,0.0
5052,1.746666667
5053,7.7
5054,10.161
5055,5.13
5056,8.6
5057,0.345
5058,0.0
5059,0.0
5060,2.435
5061,1.73
5062,1.48
5063,1.52
5064,4.55
5065,1.27
5066,0.0
5067,0.0
5068,0.0
5069,0.0
5070,0.0
5071,0.0
5072,0.0
5073,0.0
5074,0.0
5075,0.0
5076,0.0
5077,0.0
5078,0.0
5079,0.0
5080,0.0
5081,0.0
5082,0.0
5083,0.0
5084,0.0
5085,0.0
5086,0.0
5087,3.325
5088,4.095
5089,1.4
5090,2.6775
5091,1.9
5092,0.0
5093,1.3
5094,2.3
5095,0.35
5096,1.5
5097,2.6
5098,1.9775
5099,0.0
5100,0.43
5101,0.0
5102,0.0
5103,0.0
5104,3.0
5105,2.98
5106,0.0
5107,0.0
5108,0.0
5109,0.0
5110,0.0
5111,0.0
5112,0.0
5113,0.0
5114,0.0
5115,0.0
5116,1.6
5117,0.9
5118,0.0
5119,0.0
5120,0.0
5121,0.0
5122,0.54
5123,1.981666667
5124,3.35
5125,3.53
5126,3.06
5127,3.47
5128,3.115
5129,3.7
5130,3.1
5131,2.78
5132,0.0
5133,3.525
5134,1.415
5135,3.7
5136,0.0
5137,0.0
5138,0.0
5139,2.58
5140,2.44
5141,2.6
5142,2.44
5143,0.0
5144,2.31
5145,2.0
5146,0.0
5147,0.65
5148,1.67
5149,0.0
5150,0.0376
5151,1.54
5152,1.18
5153,5.04
5154,0.94
5155,5.15
5156,4.4
5157,0.8
5158,0.73
5159,0.0
5160,0.5641666665
5161,0.0
5162,5.3525
5163,0.0
5164,0.0
5165,1.72
5166,0.46
5167,0.0
5168,6.318
5169,4.6
5170,1.1
5171,1.1
5172,0.0
5173,0.0
5174,4.7
5175,2.95
5176,1.655
5177,1.51
5178,1.60125
5179,0.0
5180,16.6
5181,14.75
5182,0.0
5183,4.6
5184,6.728571429
5185,1.8
5186,7.8
5187,0.35
5188,0.0
5189,10.1
5190,6.15
5191,2.9
5192,4.635
5193,1.525
5194,0.65
5195,0.0
5196,1.315
5197,8.496153846
5198,0.0
5199,0.0
5200,2.0
5201,0.0
5202,0.0
5203,0.0
5204,0.0
5205,2.76
5206,4.5
5207,0.0
5208,0.0
5209,0.0
5210,0.96
5211,0.0
5212,0.0
5213,0.0
5214,0.0
5215,0.0
5216,0.0
5217,0.0
5218,0.85
5219,1.24
5220,0.0
5221,0.39
5222,0.61
5223,7.05
5224,5.54
5225,7.45
5226,1.485
5227,0.0
5228,2.8
5229,1.4
5230,1.38
5231,1.32
5232,1.16
5233,0.51
5234,0.061
5235,1.22
5236,6.4701
5237,1.32
5238,0.0
5239,1.78
5240,2.4
5241,0.0
5242,2.1
5243,0.0
5244,3.215
5245,2.65
5246,0.0
5247,7.2
5248,0.0
5249,4.05
5250,0.0
5251,3.695
5252,3.476666667
5253,0.0
5254,0.76
5255,1.7
5256,2.98
5257,2.66
5258,4.59
5259,6.03
5260,1.85
5261,5.55
5262,4.72
5263,0.23
5264,4.6
5265,0.4785
5266,0.41
5267,0.345
5268,0.24
5269,0.0
5270,0.0
5271,0.0
5272,4.73
5273,3.08
5274,2.0
5275,1.66
5276,4.71
5277,2.53
5278,1.44
5279,1.67
5280,1.65
5281,1.58
5282,0.0
5283,1.53
5284,1.85
5285,1.71
5286,1.65
5287,1.89
5288,1.65
5289,0.0
5290,2.21
5291,2.25
5292,1.1
5293,0.0
5294,1.0
5295,1.2
5296,1.25
5297,0.0
5298,0.0
5299,0.6
5300,0.0
5301,0.93
5302,0.0
5303,0.41
5304,3.34
5305,0.0
5306,3.01
5307,1.61
5308,0.0
5309,0.75
5310,1.32
5311,0.081
5312,2.36
5313,1.63
5314,2.3
5315,2.91
5316,2.49
5317,1.25
5318,2.1225
5319,1.1
5320,0.785
5321,0.41
5322,0.0
5323,4.12
5324,4.12
5325,3.73
5326,3.06
5327,2.37
5328,4.03
5329,4.37
5330,4.814444444333333
5331,2.225
5332,0.0
5333,2.34
5334,2.24
5335,2.66
5336,2.1
5337,1.98
5338,4.38
5339,0.76
5340,0.0
5341,0.0
5342,1.13
5343,0.0
5344,0.21
5345,0.0
5346,0.0
5347,0.53
5348,0.0
5349,0.67
5350,0.0
5351,0.0
5352,0.0
5353,1.76
5354,3.1025
5355,0.0
5356,0.0
5357,1.225
5358,2.09
5359,1.35
5360,1.45
5361,0.213
5362,2.1
5363,0.0
5364,0.0
5365,0.0
5366,0.88
5367,0.0
5368,3.54
5369,0.37
5370,0.0
5371,1.19
5372,0.59
5373,0.0
5374,0.44
5375,0.58
5376,1.58
5377,1.36
5378,0.0
5379,3.0
5380,1.7
5381,2.1
5382,1.1
5383,1.57
5384,0.35
5385,0.0
5386,0.0
5387,2.835
5388,0.9
5389,0.0
5390,0.0
5391,0.0
5392,0.49
5393,0.523363636
5394,0.254
5395,0.0
5396,0.82
5397,0.0
5398,0.0
5399,0.0
5400,0.0
5401,5.1
5402,4.95
5403,4.24
5404,5.5
5405,5.02
5406,3.25
5407,5.01
5408,0.0
5409,3.0
5410,1.94
5411,4.126666667
5412,4.985
5413,0.65
5414,0.23
5415,0.0
5416,4.7
5417,0.0
5418,4.6
5419,6.75
5420,5.08
5421,8.3
5422,4.9
5423,2.581333333
5424,0.0
5425,0.0
5426,0.0
5427,4.4
5428,0.0
5429,0.65
5430,0.0
5431,2.2
5432,6.6
5433,3.875
5434,1.71
5435,3.8
5436,0.0
5437,5.025
5438,0.0
5439,1.83
5440,6.366666667
5441,1.76
5442,8.733333333
5443,2.15
5444,0.0
5445,0.18
5446,0.11
5447,11.25
5448,6.0
5449,7.0
5450,6.0
5451,5.48
5452,2.28
5453,1.33
5454,5.19
5455,0.08138375
5456,5.52
5457,0.0
5458,0.0
5459,6.0
5460,4.35
5461,0.0
5462,0.0
5463,5.1
5464,0.0
5465,0.6
5466,0.0
5467,0.755
5468,0.36
5469,0.0
5470,0.0
5471,0.19
5472,0.0
5473,0.65
5474,1.35
5475,11.1825
5476,7.1033333335
5477,3.66
5478,3.67
5479,0.0
5480,2.0
5481,1.1
5482,1.1
5483,1.4
5484,4.1
5485,6.2
5486,0.0
5487,0.0
5488,0.0
5489,1.48
5490,2.86
5491,0.0
5492,0.0
5493,2.7
5494,0.0
5495,0.0
5496,0.0
5497,2.15
5498,0.0
5499,0.0
5500,0.0
5501,1.07
5502,0.0
5503,0.0
5504,2.18
5505,8.405
5506,4.216666667
5507,1.9
5508,7.833333333
5509,0.56
5510,2.9
5511,2.92
5512,3.48
5513,4.2
5514,4.0
5515,5.8
5516,5.16
5517,3.12
5518,4.53
5519,4.835
5520,0.0
5521,0.0
5522,0.0
5523,0.53
5524,0.0
5525,0.501
5526,0.0
5527,0.6
5528,0.0
5529,3.15
5530,9.733333333
5531,1.290384615
5532,0.0
5533,1.07
5534,6.455
5535,0.0
5536,0.0
5537,2.09
5538,1.1
5539,1.231538462
5540,1.1
5541,3.68
5542,2.23
5543,2.053333333
5544,3.98
5545,3.51
5546,5.7
5547,0.0725
5548,3.9
5549,13.0
5550,4.5
5551,3.8
5552,2.75
5553,0.0
5554,3.53
5555,0.0
5556,0.0
5557,0.0
5558,0.0
5559,0.0
5560,1.9
5561,1.4881166665
5562,0.0
5563,0.0
5564,0.74
5565,4.1
5566,0.76
5567,10.5
5568,0.0
5569,0.0
5570,0.0
5571,0.0
5572,5.9358333335
5573,0.0
5574,5.2
5575,1.416666667
5576,1.43
5577,0.72
5578,0.0
5579,0.65
5580,0.0
5581,0.0
5582,4.942
5583,0.0
5584,5.2
5585,0.0
5586,1.3
5587,0.0
5588,1.5
5589,3.9
5590,0.0
5591,0.0
5592,0.0
5593,0.0
5594,10.9
5595,5.016666667
5596,0.0
5597,3.25
5598,0.125
5599,0.45
5600,0.0
5601,2.05
5602,0.0
5603,14.5
5604,14.38
5605,15.8
5606,0.0
5607,6.4
5608,7.51
5609,16.95
5610,0.0
5611,9.8
5612,0.0
5613,9.7
5614,12.85
5615,5.864761905
5616,0.0
5617,0.0
5618,2.41
5619,14.55
5620,10.9
5621,0.0
5622,0.0
5623,0.0
5624,13.2
5625,0.0
5626,0.0
5627,0.0
5628,0.0
5629,16.1
5630,1.55
5631,0.1725
5632,0.1725
5633,0.0
5634,0.0
5635,2.862
5636,0.0
5637,0.0
5638,0.0
5639,0.0
5640,0.0
5641,0.0
5642,0.0
5643,0.0
5644,2.84
5645,0.0
5646,0.0
5647,0.0
5648,0.55
5649,0.0
5650,0.0
5651,0.0
5652,2.7
5653,4.63
5654,0.0
5655,0.0
5656,0.0
5657,0.0
5658,0.0
5659,0.0
5660,1.7
5661,0.168
5662,0.167
5663,0.165
5664,0.125
5665,0.143666667
5666,0.0466
5667,0.092
5668,0.0138
5669,0.02625
5670,3.740729412
5671,2.605
5672,6.6925
5673,0.1005
5674,0.0
5675,4.4625
5676,0.0
5677,0.92
5678,0.0
5679,3.33
5680,0.0
5681,0.0
5682,3.6
5683,1.9
5684,3.5375
5685,0.3
5686,0.5040416665
5687,0.0
5688,0.0
5689,0.0
5690,0.0
5691,0.0
5692,8.9
5693,5.56
5694,9.05
5695,7.86
5696,0.0
5697,2.54
5698,2.65
5699,4.3769
5700,0.0
5701,2.133333333
5702,6.0
5703,0.0
5704,0.0
5705,7.52
5706,7.794166667
5707,8.8
5708,7.6
5709,3.94125
5710,3.94125
5711,0.0
5712,0.0
5713,1.535
5714,0.0
5715,0.0
5716,2.144
5717,0.0
5718,2.308333333
5719,0.0
5720,0.0
5721,0.0
5722,6.29
5723,3.3
5724,2.7
5725,1.25
5726,0.87
5727,0.67
5728,0.67
5729,1.8
5730,7.2
5731,6.381666666666667
5732,1.6125
5733,1.37
5734,1.36
5735,4.125
5736,0.0
5737,0.162
5738,0.47
5739,0.7
5740,0.72
5741,0.8
5742,0.72
5743,0.0
5744,0.0
5745,0.0
5746,0.0
5747,2.07
5748,2.0
5749,1.989218182
5750,0.0
5751,0.0
5752,1.52
5753,0.0
5754,0.581666667
5755,0.0
5756,5.9
5757,8.3
5758,8.6
5759,0.0
5760,0.0
5761,8.9933333335
5762,7.5
5763,0.0157
5764,0.0
5765,0.0
5766,1.08
5767,1.675
5768,0.0
5769,0.0
5770,0.8508
5771,0.296666667
5772,0.996666667
